order_id,customer_id,order_date,category,quantity,unit_price,revenue,status,city
ORD000677,CUST4064,2022-01-01,Home & Kitchen,2,105.13,210.26,Delivered,Surat
ORD000678,CUST1120,2022-01-01,Clothing,3,66.56,199.68,Cancelled,Bangalore
ORD000679,CUST2969,2022-01-01,Home & Kitchen,2,199.97,399.94,Delivered,Mumbai
ORD000680,CUST4291,2022-01-01,Clothing,2,26.16,52.32,Delivered,Pune
ORD000681,CUST2995,2022-01-01,Clothing,2,22.6,45.2,Delivered,Jaipur
ORD000682,CUST4078,2022-01-01,Clothing,2,98.05,196.1,Delivered,Delhi
ORD000683,CUST4040,2022-01-01,Clothing,4,74.57,298.28,Delivered,Surat
ORD000684,CUST2975,2022-01-01,Clothing,1,111.71,111.71,Delivered,Ahmedabad
ORD000685,CUST4074,2022-01-01,Books,2,22.5,45.0,Delivered,Bangalore
ORD000686,CUST1793,2022-01-01,Books,1,19.11,19.11,Delivered,Pune
ORD000687,CUST4133,2022-01-01,Home & Kitchen,1,94.1,94.1,Cancelled,Kolkata
ORD000688,CUST4283,2022-01-01,Electronics,1,93.03,93.03,Delivered,Mumbai
ORD000689,CUST4302,2022-01-01,Books,3,12.99,38.97,Delivered,Pune
ORD000690,CUST4303,2022-01-01,Home & Kitchen,4,38.1,152.4,Returned,Ahmedabad
ORD000691,CUST3004,2022-01-01,Clothing,4,74.07,296.28,Delivered,Jaipur
ORD000692,CUST3112,2022-01-01,Clothing,4,84.99,339.96,Delivered,Kolkata
ORD000693,CUST4028,2022-01-01,Books,4,13.57,54.28,Returned,Delhi
ORD000694,CUST3130,2022-01-01,Sports,2,46.71,93.42,Delivered,Hyderabad
ORD000695,CUST4027,2022-01-01,Sports,1,113.88,113.88,Cancelled,Ahmedabad
ORD000696,CUST4360,2022-01-01,Books,4,15.35,61.4,Delivered,Surat
ORD000697,CUST1317,2022-01-01,Clothing,3,124.97,374.91,Delivered,Hyderabad
ORD000698,CUST4400,2022-01-01,Sports,3,149.14,447.42,Cancelled,Surat
ORD000699,CUST4376,2022-01-01,Clothing,3,77.06,231.18,Delivered,Hyderabad
ORD000700,CUST3130,2022-01-01,Electronics,3,180.75,542.25,Delivered,Delhi
ORD000701,CUST3131,2022-01-01,Home & Kitchen,1,46.89,46.89,Returned,Mumbai
ORD000702,CUST4031,2022-01-01,Beauty,2,29.77,59.54,Delivered,Kolkata
ORD000703,CUST4298,2022-01-01,Clothing,4,28.32,113.28,Delivered,Delhi
ORD000704,CUST1815,2022-01-01,Sports,3,167.83,503.49,Delivered,Chennai
ORD000705,CUST4034,2022-01-01,Sports,4,96.61,386.44,Delivered,Hyderabad
ORD000706,CUST4071,2022-01-01,Books,1,13.53,13.53,Delivered,Delhi
ORD000707,CUST4039,2022-01-01,Clothing,4,26.48,105.92,Delivered,Pune
ORD000708,CUST4357,2022-01-01,Electronics,4,105.65,422.6,Returned,Delhi
ORD000709,CUST3063,2022-01-01,Books,2,30.38,60.76,Delivered,Surat
ORD000710,CUST4324,2022-01-01,Electronics,1,79.34,79.34,Delivered,Chennai
ORD000711,CUST3128,2022-01-01,Sports,4,109.82,439.28,Returned,Mumbai
ORD000712,CUST3063,2022-01-01,Electronics,3,256.59,769.77,Delivered,Jaipur
ORD000713,CUST4284,2022-01-01,Electronics,3,79.36,238.08,Delivered,Chennai
ORD000714,CUST4134,2022-01-01,Electronics,4,61.03,244.12,Cancelled,Jaipur
ORD000715,CUST4138,2022-01-01,Beauty,3,37.95,113.85,Delivered,Ahmedabad
ORD000716,CUST4383,2022-01-01,Sports,3,124.76,374.28,Delivered,Chennai
ORD000717,CUST2957,2022-01-01,Clothing,1,20.07,20.07,Delivered,Kolkata
ORD000718,CUST3129,2022-01-01,Home & Kitchen,4,48.65,194.6,Delivered,Jaipur
ORD000719,CUST2994,2022-01-01,Clothing,1,83.22,83.22,Delivered,Hyderabad
ORD000720,CUST4193,2022-01-01,Electronics,1,148.67,148.67,Delivered,Surat
ORD000721,CUST4283,2022-01-01,Home & Kitchen,3,97.13,291.39,Delivered,Chennai
ORD000722,CUST4073,2022-01-01,Beauty,1,9.75,9.75,Delivered,Surat
ORD000723,CUST4393,2022-01-01,Electronics,2,172.28,344.56,Delivered,Pune
ORD000724,CUST3030,2022-01-01,Home & Kitchen,1,82.81,82.81,Delivered,Hyderabad
ORD000725,CUST4269,2022-01-01,Clothing,3,16.61,49.83,Delivered,Ahmedabad
ORD000726,CUST4339,2022-01-01,Home & Kitchen,4,26.62,106.48,Delivered,Mumbai
ORD000727,CUST4255,2022-01-01,Electronics,1,346.08,346.08,Delivered,Kolkata
ORD000728,CUST4153,2022-01-01,Home & Kitchen,3,59.44,178.32,Delivered,Chennai
ORD000729,CUST2996,2022-01-01,Clothing,2,27.85,55.7,Delivered,Ahmedabad
ORD000730,CUST3977,2022-01-01,Sports,2,19.59,39.18,Delivered,Surat
ORD000731,CUST4249,2022-01-01,Beauty,3,28.77,86.31,Returned,Pune
ORD000732,CUST4220,2022-01-01,Books,4,20.97,83.88,Delivered,Mumbai
ORD000733,CUST4103,2022-01-01,Beauty,3,15.49,46.47,Delivered,Jaipur
ORD000734,CUST4103,2022-01-01,Electronics,2,296.86,593.72,Delivered,Chennai
ORD000735,CUST1778,2022-01-01,Books,2,35.6,71.2,Delivered,Surat
ORD000736,CUST4365,2022-01-01,Home & Kitchen,2,46.52,93.04,Returned,Bangalore
ORD000737,CUST3976,2022-01-01,Home & Kitchen,3,161.41,484.23,Delivered,Ahmedabad
ORD000738,CUST4160,2022-01-01,Electronics,2,284.04,568.08,Delivered,Delhi
ORD000739,CUST4107,2022-01-01,Clothing,1,100.62,100.62,Delivered,Delhi
ORD000740,CUST3158,2022-01-01,Clothing,4,96.85,387.4,Delivered,Delhi
ORD000741,CUST4385,2022-01-01,Electronics,2,414.97,829.94,Delivered,Ahmedabad
ORD000742,CUST3036,2022-01-01,Electronics,4,404.52,1618.08,Delivered,Hyderabad
ORD000743,CUST3043,2022-01-01,Electronics,3,374.94,1124.82,Returned,Chennai
ORD000744,CUST4164,2022-01-01,Books,3,8.27,24.81,Returned,Bangalore
ORD000745,CUST3034,2022-01-01,Electronics,3,279.53,838.59,Returned,Delhi
ORD000746,CUST3048,2022-01-01,Electronics,1,140.61,140.61,Returned,Hyderabad
ORD000747,CUST4097,2022-01-01,Home & Kitchen,1,65.99,65.99,Delivered,Jaipur
ORD000748,CUST4220,2022-01-01,Sports,2,22.13,44.26,Delivered,Jaipur
ORD000749,CUST2981,2022-01-01,Books,2,33.35,66.7,Delivered,Delhi
ORD000750,CUST3156,2022-01-01,Books,2,21.43,42.86,Delivered,Delhi
ORD000751,CUST3101,2022-01-01,Clothing,2,66.95,133.9,Delivered,Pune
ORD000752,CUST4335,2022-01-01,Home & Kitchen,4,87.7,350.8,Delivered,Ahmedabad
ORD000753,CUST4165,2022-01-01,Clothing,3,48.32,144.96,Delivered,Delhi
ORD000754,CUST3003,2022-01-01,Clothing,3,41.63,124.89,Delivered,Ahmedabad
ORD000755,CUST4256,2022-01-01,Electronics,4,161.49,645.96,Delivered,Kolkata
ORD000756,CUST3980,2022-01-01,Home & Kitchen,2,71.5,143.0,Delivered,Surat
ORD000757,CUST4342,2022-01-01,Electronics,2,184.53,369.06,Delivered,Surat
ORD000758,CUST4102,2022-01-01,Electronics,2,84.2,168.4,Delivered,Bangalore
ORD000759,CUST3982,2022-01-01,Electronics,1,359.62,359.62,Returned,Chennai
ORD000760,CUST3001,2022-01-01,Clothing,2,22.23,44.46,Delivered,Chennai
ORD000761,CUST4342,2022-01-01,Sports,2,26.68,53.36,Delivered,Bangalore
ORD000762,CUST2983,2022-01-01,Home & Kitchen,1,128.88,128.88,Cancelled,Kolkata
ORD000763,CUST3098,2022-01-01,Home & Kitchen,3,156.87,470.61,Delivered,Delhi
ORD000764,CUST4114,2022-01-01,Electronics,4,192.68,770.72,Delivered,Surat
ORD000765,CUST4127,2022-01-01,Sports,4,41.95,167.8,Delivered,Jaipur
ORD000766,CUST4114,2022-01-01,Home & Kitchen,2,121.76,243.52,Delivered,Hyderabad
ORD000767,CUST3037,2022-01-01,Home & Kitchen,1,120.1,120.1,Delivered,Jaipur
ORD000768,CUST2998,2022-01-01,Home & Kitchen,3,83.2,249.6,Delivered,Bangalore
ORD000769,CUST4226,2022-01-01,Electronics,2,281.13,562.26,Delivered,Hyderabad
ORD000770,CUST3968,2022-01-01,Electronics,1,156.51,156.51,Delivered,Bangalore
ORD000771,CUST4336,2022-01-01,Clothing,2,19.91,39.82,Delivered,Hyderabad
ORD000772,CUST4115,2022-01-01,Clothing,2,71.03,142.06,Delivered,Pune
ORD000773,CUST3164,2022-01-01,Electronics,1,296.68,296.68,Delivered,Jaipur
ORD000774,CUST3083,2022-01-01,Home & Kitchen,3,142.92,428.76,Delivered,Hyderabad
ORD000775,CUST3968,2022-01-01,Sports,2,115.14,230.28,Delivered,Pune
ORD000776,CUST4116,2022-01-01,Books,3,23.69,71.07,Delivered,Pune
ORD000777,CUST3082,2022-01-01,Clothing,2,46.4,92.8,Delivered,Surat
ORD000778,CUST4365,2022-01-01,Clothing,1,89.75,89.75,Delivered,Ahmedabad
ORD000779,CUST3083,2022-01-01,Home & Kitchen,1,19.32,19.32,Delivered,Chennai
ORD000780,CUST2998,2022-01-01,Sports,1,71.19,71.19,Delivered,Delhi
ORD000781,CUST4108,2022-01-01,Sports,2,123.03,246.06,Delivered,Bangalore
ORD000782,CUST3046,2022-01-01,Beauty,3,24.16,72.48,Delivered,Delhi
ORD000783,CUST3974,2022-01-01,Electronics,4,372.89,1491.56,Returned,Kolkata
ORD000784,CUST3040,2022-01-01,Sports,3,122.85,368.55,Delivered,Kolkata
ORD000785,CUST4380,2022-01-01,Clothing,1,48.99,48.99,Delivered,Mumbai
ORD000786,CUST4227,2022-01-01,Beauty,4,11.71,46.84,Delivered,Delhi
ORD000787,CUST4252,2022-01-01,Beauty,4,41.83,167.32,Delivered,Hyderabad
ORD000788,CUST3163,2022-01-01,Home & Kitchen,3,77.86,233.58,Delivered,Delhi
ORD000789,CUST4225,2022-01-01,Electronics,1,111.82,111.82,Delivered,Bangalore
ORD000790,CUST4225,2022-01-01,Books,2,23.05,46.1,Delivered,Hyderabad
ORD000791,CUST4319,2022-01-01,Books,2,19.82,39.64,Delivered,Chennai
ORD000792,CUST3965,2022-01-01,Sports,2,92.71,185.42,Delivered,Bangalore
ORD000793,CUST3971,2022-01-01,Beauty,2,23.14,46.28,Delivered,Mumbai
ORD000794,CUST4406,2022-01-01,Clothing,4,30.18,120.72,Delivered,Delhi
ORD000795,CUST4127,2022-01-01,Beauty,4,45.32,181.28,Delivered,Bangalore
ORD000796,CUST3052,2022-01-01,Electronics,1,182.38,182.38,Delivered,Delhi
ORD000797,CUST4406,2022-01-01,Books,4,25.52,102.08,Delivered,Surat
ORD000798,CUST3967,2022-01-01,Beauty,4,48.89,195.56,Delivered,Hyderabad
ORD000799,CUST2924,2022-01-01,Books,2,8.99,17.98,Delivered,Chennai
ORD000800,CUST3053,2022-01-01,Electronics,1,178.89,178.89,Delivered,Bangalore
ORD000801,CUST1011,2022-01-01,Electronics,3,654.23,1962.69,Returned,Pune
ORD000802,CUST4262,2022-01-01,Electronics,4,138.47,553.88,Delivered,Chennai
ORD000803,CUST2922,2022-01-01,Electronics,1,364.97,364.97,Delivered,Pune
ORD000804,CUST3150,2022-01-01,Electronics,4,60.45,241.8,Cancelled,Mumbai
ORD000805,CUST4311,2022-01-01,Home & Kitchen,3,60.78,182.34,Delivered,Ahmedabad
ORD000806,CUST4379,2022-01-01,Electronics,2,259.31,518.62,Delivered,Chennai
ORD000807,CUST4215,2022-01-01,Home & Kitchen,2,23.44,46.88,Returned,Pune
ORD000808,CUST2906,2022-01-01,Sports,4,27.76,111.04,Cancelled,Delhi
ORD000809,CUST4320,2022-01-01,Clothing,4,43.08,172.32,Returned,Hyderabad
ORD000810,CUST2980,2022-01-01,Books,2,9.97,19.94,Delivered,Jaipur
ORD000811,CUST4216,2022-01-01,Clothing,1,89.18,89.18,Delivered,Jaipur
ORD000812,CUST4095,2022-01-01,Home & Kitchen,2,109.59,219.18,Delivered,Ahmedabad
ORD000813,CUST4262,2022-01-01,Electronics,4,70.25,281.0,Delivered,Pune
ORD000814,CUST3075,2022-01-01,Home & Kitchen,2,34.08,68.16,Delivered,Jaipur
ORD000815,CUST4124,2022-01-01,Beauty,4,23.85,95.4,Delivered,Bangalore
ORD000816,CUST4258,2022-01-01,Electronics,4,248.62,994.48,Delivered,Ahmedabad
ORD000817,CUST4147,2022-01-01,Electronics,4,406.21,1624.84,Delivered,Chennai
ORD000818,CUST4369,2022-01-01,Clothing,4,76.61,306.44,Delivered,Pune
ORD000819,CUST4215,2022-01-01,Books,3,29.65,88.95,Delivered,Ahmedabad
ORD000820,CUST3963,2022-01-01,Electronics,4,198.39,793.56,Delivered,Surat
ORD000821,CUST3995,2022-01-01,Home & Kitchen,4,132.18,528.72,Delivered,Mumbai
ORD000822,CUST4094,2022-01-01,Clothing,3,66.12,198.36,Delivered,Mumbai
ORD000823,CUST4232,2022-01-02,Home & Kitchen,3,68.94,206.82,Delivered,Mumbai
ORD000824,CUST2463,2022-01-02,Beauty,3,23.04,69.12,Delivered,Surat
ORD000825,CUST3964,2022-01-02,Books,2,28.43,56.86,Delivered,Mumbai
ORD000826,CUST3808,2022-01-02,Books,3,10.07,30.21,Delivered,Chennai
ORD000827,CUST3956,2022-01-02,Sports,2,78.09,156.18,Delivered,Mumbai
ORD000828,CUST3149,2022-01-02,Electronics,4,108.14,432.56,Delivered,Surat
ORD000829,CUST2786,2022-01-02,Sports,1,164.94,164.94,Delivered,Chennai
ORD000830,CUST3773,2022-01-02,Clothing,1,87.7,87.7,Delivered,Kolkata
ORD000831,CUST2717,2022-01-03,Sports,3,77.32,231.96,Delivered,Delhi
ORD000832,CUST1726,2022-01-03,Books,2,12.49,24.98,Delivered,Surat
ORD000833,CUST3820,2022-01-03,Sports,4,73.53,294.12,Delivered,Chennai
ORD000834,CUST3973,2022-01-03,Home & Kitchen,4,27.57,110.28,Delivered,Pune
ORD000835,CUST1905,2022-01-04,Sports,1,104.71,104.71,Returned,Hyderabad
ORD000836,CUST4255,2022-01-04,Electronics,1,377.37,377.37,Delivered,Chennai
ORD000837,CUST2345,2022-01-04,Electronics,2,443.78,887.56,Delivered,Surat
ORD000838,CUST3285,2022-01-04,Clothing,1,56.68,56.68,Delivered,Mumbai
ORD000839,CUST3608,2022-01-04,Home & Kitchen,2,43.23,86.46,Cancelled,Surat
ORD000840,CUST2317,2022-01-04,Home & Kitchen,4,58.44,233.76,Delivered,Chennai
ORD000841,CUST2297,2022-01-05,Books,4,9.4,37.6,Delivered,Surat
ORD000842,CUST2375,2022-01-05,Books,3,19.34,58.02,Delivered,Jaipur
ORD000843,CUST3860,2022-01-05,Clothing,3,24.22,72.66,Delivered,Bangalore
ORD000844,CUST3197,2022-01-05,Electronics,1,137.87,137.87,Delivered,Delhi
ORD000845,CUST2642,2022-01-05,Sports,1,92.97,92.97,Delivered,Chennai
ORD000846,CUST2612,2022-01-06,Home & Kitchen,3,169.04,507.12,Returned,Surat
ORD000847,CUST4508,2022-01-06,Sports,3,136.15,408.45,Delivered,Hyderabad
ORD000848,CUST2915,2022-01-06,Electronics,4,408.1,1632.4,Delivered,Mumbai
ORD000849,CUST2757,2022-01-06,Clothing,2,100.5,201.0,Delivered,Kolkata
ORD000850,CUST3321,2022-01-06,Home & Kitchen,3,34.54,103.62,Delivered,Delhi
ORD000851,CUST4461,2022-01-06,Clothing,4,51.15,204.6,Delivered,Kolkata
ORD000852,CUST4274,2022-01-06,Beauty,1,13.2,13.2,Delivered,Surat
ORD000853,CUST4066,2022-01-06,Home & Kitchen,4,57.84,231.36,Delivered,Jaipur
ORD000854,CUST4440,2022-01-06,Home & Kitchen,3,152.16,456.48,Delivered,Delhi
ORD000855,CUST3396,2022-01-07,Sports,4,138.66,554.64,Delivered,Ahmedabad
ORD000856,CUST2883,2022-01-07,Sports,3,44.08,132.24,Delivered,Chennai
ORD000857,CUST2708,2022-01-07,Books,4,34.11,136.44,Delivered,Hyderabad
ORD000858,CUST2370,2022-01-07,Electronics,3,119.47,358.41,Delivered,Ahmedabad
ORD000859,CUST1688,2022-01-07,Books,3,47.51,142.53,Delivered,Mumbai
ORD000860,CUST1894,2022-01-08,Clothing,3,30.42,91.26,Delivered,Pune
ORD000861,CUST2452,2022-01-08,Electronics,3,88.31,264.93,Delivered,Kolkata
ORD000862,CUST3162,2022-01-08,Electronics,1,273.75,273.75,Delivered,Ahmedabad
ORD000863,CUST2253,2022-01-09,Clothing,1,111.25,111.25,Delivered,Hyderabad
ORD000864,CUST3619,2022-01-09,Home & Kitchen,1,148.93,148.93,Delivered,Pune
ORD000865,CUST4157,2022-01-09,Home & Kitchen,3,103.88,311.64,Delivered,Delhi
ORD000866,CUST3670,2022-01-09,Home & Kitchen,4,133.38,533.52,Delivered,Chennai
ORD000867,CUST2659,2022-01-09,Books,1,11.67,11.67,Returned,Chennai
ORD000868,CUST1969,2022-01-09,Books,3,30.26,90.78,Delivered,Surat
ORD000869,CUST1086,2022-01-09,Beauty,1,103.79,103.79,Delivered,Jaipur
ORD000870,CUST3143,2022-01-10,Electronics,2,259.43,518.86,Delivered,Hyderabad
ORD000871,CUST1036,2022-01-10,Home & Kitchen,2,108.06,216.12,Delivered,Hyderabad
ORD000872,CUST1955,2022-01-10,Electronics,4,169.35,677.4,Delivered,Mumbai
ORD000873,CUST1799,2022-01-10,Clothing,3,76.18,228.54,Delivered,Hyderabad
ORD000874,CUST2696,2022-01-10,Home & Kitchen,1,191.63,191.63,Delivered,Pune
ORD000875,CUST3626,2022-01-10,Home & Kitchen,4,104.43,417.72,Delivered,Jaipur
ORD000876,CUST2922,2022-01-10,Electronics,4,241.68,966.72,Delivered,Kolkata
ORD000877,CUST2495,2022-01-11,Books,1,22.93,22.93,Returned,Jaipur
ORD000878,CUST4129,2022-01-11,Home & Kitchen,4,75.16,300.64,Cancelled,Jaipur
ORD000879,CUST4254,2022-01-11,Electronics,3,180.3,540.9,Delivered,Delhi
ORD000880,CUST3403,2022-01-11,Clothing,4,62.11,248.44,Delivered,Kolkata
ORD000881,CUST3400,2022-01-11,Clothing,1,20.23,20.23,Returned,Jaipur
ORD000882,CUST4261,2022-01-11,Home & Kitchen,1,48.74,48.74,Delivered,Jaipur
ORD000883,CUST3553,2022-01-11,Home & Kitchen,1,155.17,155.17,Delivered,Kolkata
ORD000884,CUST3435,2022-01-12,Clothing,3,62.42,187.26,Delivered,Hyderabad
ORD000885,CUST1284,2022-01-12,Clothing,1,45.77,45.77,Delivered,Ahmedabad
ORD000886,CUST3396,2022-01-12,Home & Kitchen,1,24.87,24.87,Delivered,Ahmedabad
ORD000887,CUST2347,2022-01-12,Home & Kitchen,3,168.7,506.1,Delivered,Ahmedabad
ORD000888,CUST3689,2022-01-12,Home & Kitchen,3,35.31,105.93,Delivered,Mumbai
ORD000889,CUST2754,2022-01-12,Electronics,3,113.37,340.11,Delivered,Mumbai
ORD000890,CUST3400,2022-01-12,Electronics,2,399.53,799.06,Delivered,Surat
ORD000891,CUST3974,2022-01-12,Electronics,4,269.31,1077.24,Delivered,Ahmedabad
ORD000892,CUST2353,2022-01-13,Beauty,3,46.28,138.84,Delivered,Pune
ORD000893,CUST3523,2022-01-13,Home & Kitchen,3,162.86,488.58,Delivered,Hyderabad
ORD000894,CUST3267,2022-01-13,Home & Kitchen,1,70.48,70.48,Delivered,Surat
ORD000895,CUST2752,2022-01-13,Clothing,3,109.71,329.13,Delivered,Delhi
ORD000896,CUST2459,2022-01-13,Clothing,3,32.14,96.42,Delivered,Hyderabad
ORD000897,CUST1086,2022-01-13,Clothing,1,50.96,50.96,Delivered,Mumbai
ORD000898,CUST3054,2022-01-13,Books,3,27.92,83.76,Delivered,Surat
ORD000899,CUST2181,2022-01-14,Sports,4,142.95,571.8,Delivered,Pune
ORD000900,CUST2716,2022-01-14,Books,2,15.26,30.52,Delivered,Chennai
ORD000901,CUST4300,2022-01-14,Electronics,4,227.96,911.84,Delivered,Surat
ORD000902,CUST1465,2022-01-14,Sports,3,158.43,475.29,Delivered,Chennai
ORD000903,CUST1899,2022-01-14,Sports,4,169.15,676.6,Delivered,Chennai
ORD000904,CUST2249,2022-01-14,Books,1,14.96,14.96,Delivered,Pune
ORD000905,CUST2185,2022-01-14,Books,2,13.17,26.34,Delivered,Hyderabad
ORD000906,CUST4484,2022-01-14,Electronics,2,354.71,709.42,Returned,Pune
ORD000907,CUST3249,2022-01-14,Electronics,3,103.86,311.58,Delivered,Mumbai
ORD000908,CUST1057,2022-01-14,Home & Kitchen,2,107.14,214.28,Delivered,Surat
ORD000909,CUST2818,2022-01-14,Electronics,4,75.64,302.56,Returned,Pune
ORD000910,CUST1799,2022-01-14,Electronics,4,200.62,802.48,Delivered,Kolkata
ORD000911,CUST3074,2022-01-15,Clothing,3,27.57,82.71,Delivered,Pune
ORD000912,CUST4243,2022-01-15,Electronics,1,287.81,287.81,Delivered,Pune
ORD000913,CUST1361,2022-01-15,Home & Kitchen,3,123.11,369.33,Delivered,Chennai
ORD000914,CUST4060,2022-01-15,Electronics,1,421.54,421.54,Delivered,Ahmedabad
ORD000915,CUST2614,2022-01-15,Books,3,17.48,52.44,Returned,Mumbai
ORD000916,CUST1548,2022-01-15,Clothing,2,102.87,205.74,Delivered,Mumbai
ORD000917,CUST2902,2022-01-15,Books,1,24.51,24.51,Delivered,Jaipur
ORD000918,CUST4265,2022-01-15,Books,3,28.73,86.19,Delivered,Jaipur
ORD000919,CUST2814,2022-01-16,Books,1,37.41,37.41,Delivered,Pune
ORD000920,CUST1935,2022-01-16,Books,1,29.86,29.86,Delivered,Chennai
ORD000921,CUST1497,2022-01-16,Beauty,1,13.6,13.6,Returned,Delhi
ORD000922,CUST4273,2022-01-16,Books,1,7.95,7.95,Delivered,Jaipur
ORD000923,CUST3004,2022-01-16,Electronics,4,46.5,186.0,Returned,Kolkata
ORD000924,CUST1491,2022-01-17,Electronics,3,365.58,1096.74,Delivered,Ahmedabad
ORD000925,CUST1111,2022-01-17,Electronics,2,505.76,1011.52,Delivered,Surat
ORD000926,CUST3241,2022-01-17,Beauty,1,23.05,23.05,Delivered,Bangalore
ORD000927,CUST2545,2022-01-17,Sports,2,24.98,49.96,Delivered,Kolkata
ORD000928,CUST2855,2022-01-17,Books,2,20.51,41.02,Delivered,Surat
ORD000929,CUST4174,2022-01-17,Electronics,4,206.04,824.16,Delivered,Chennai
ORD000930,CUST4467,2022-01-17,Clothing,4,64.06,256.24,Delivered,Kolkata
ORD000931,CUST2956,2022-01-17,Sports,1,88.28,88.28,Delivered,Mumbai
ORD000932,CUST1195,2022-01-18,Clothing,4,160.35,641.4,Delivered,Hyderabad
ORD000933,CUST1166,2022-01-18,Clothing,1,87.23,87.23,Delivered,Delhi
ORD000934,CUST2206,2022-01-18,Beauty,4,32.96,131.84,Delivered,Surat
ORD000935,CUST3736,2022-01-18,Electronics,3,343.92,1031.76,Delivered,Kolkata
ORD000936,CUST4436,2022-01-18,Books,4,21.45,85.8,Delivered,Surat
ORD000937,CUST1059,2022-01-18,Books,4,20.97,83.88,Cancelled,Surat
ORD000938,CUST3180,2022-01-18,Electronics,3,384.79,1154.37,Delivered,Mumbai
ORD000939,CUST3242,2022-01-18,Clothing,3,96.56,289.68,Delivered,Pune
ORD000940,CUST1088,2022-01-18,Beauty,4,53.99,215.96,Delivered,Delhi
ORD000941,CUST1802,2022-01-18,Home & Kitchen,3,206.49,619.47,Delivered,Pune
ORD000942,CUST1991,2022-01-18,Electronics,4,490.47,1961.88,Delivered,Hyderabad
ORD000943,CUST1552,2022-01-18,Sports,4,100.06,400.24,Delivered,Surat
ORD000944,CUST2035,2022-01-19,Electronics,3,214.46,643.38,Delivered,Delhi
ORD000945,CUST4372,2022-01-19,Books,1,20.0,20.0,Delivered,Delhi
ORD000946,CUST1958,2022-01-19,Sports,2,128.56,257.12,Delivered,Pune
ORD000947,CUST3731,2022-01-19,Home & Kitchen,1,142.03,142.03,Delivered,Bangalore
ORD000948,CUST3845,2022-01-20,Clothing,2,73.74,147.48,Delivered,Surat
ORD000949,CUST3976,2022-01-20,Electronics,3,155.86,467.58,Delivered,Surat
ORD000950,CUST1775,2022-01-20,Books,4,19.0,76.0,Delivered,Bangalore
ORD000951,CUST2310,2022-01-20,Clothing,1,32.66,32.66,Delivered,Jaipur
ORD000952,CUST2340,2022-01-20,Beauty,2,45.61,91.22,Delivered,Jaipur
ORD000953,CUST2148,2022-01-20,Electronics,2,178.77,357.54,Delivered,Hyderabad
ORD000954,CUST2964,2022-01-20,Clothing,1,62.8,62.8,Returned,Hyderabad
ORD000955,CUST1206,2022-01-21,Beauty,2,15.4,30.8,Delivered,Delhi
ORD000956,CUST3122,2022-01-21,Home & Kitchen,3,143.35,430.05,Returned,Jaipur
ORD000957,CUST3867,2022-01-21,Electronics,3,47.94,143.82,Delivered,Kolkata
ORD000958,CUST2879,2022-01-21,Books,4,32.32,129.28,Delivered,Jaipur
ORD000959,CUST3660,2022-01-21,Books,1,28.87,28.87,Delivered,Jaipur
ORD000960,CUST3819,2022-01-21,Electronics,3,415.07,1245.21,Delivered,Bangalore
ORD000961,CUST1790,2022-01-21,Electronics,2,432.01,864.02,Delivered,Kolkata
ORD000962,CUST1702,2022-01-22,Home & Kitchen,3,36.55,109.65,Delivered,Kolkata
ORD000963,CUST1066,2022-01-22,Electronics,2,276.03,552.06,Delivered,Jaipur
ORD000964,CUST2208,2022-01-22,Beauty,4,75.12,300.48,Delivered,Pune
ORD000965,CUST4180,2022-01-22,Clothing,1,73.71,73.71,Delivered,Mumbai
ORD000966,CUST3401,2022-01-22,Books,3,18.83,56.49,Delivered,Kolkata
ORD000967,CUST4299,2022-01-22,Electronics,3,91.71,275.13,Delivered,Bangalore
ORD000968,CUST3776,2022-01-22,Clothing,2,13.34,26.68,Delivered,Delhi
ORD000969,CUST1744,2022-01-22,Books,2,14.5,29.0,Delivered,Delhi
ORD000970,CUST1909,2022-01-22,Sports,2,175.65,351.3,Delivered,Kolkata
ORD000971,CUST2160,2022-01-23,Beauty,4,35.69,142.76,Delivered,Surat
ORD000972,CUST1734,2022-01-23,Books,2,28.03,56.06,Delivered,Chennai
ORD000973,CUST4449,2022-01-23,Sports,1,76.2,76.2,Delivered,Jaipur
ORD000974,CUST2416,2022-01-23,Home & Kitchen,2,183.09,366.18,Delivered,Surat
ORD000975,CUST4129,2022-01-23,Electronics,3,298.65,895.95,Delivered,Delhi
ORD000976,CUST4347,2022-01-23,Home & Kitchen,2,86.61,173.22,Delivered,Jaipur
ORD000977,CUST1784,2022-01-24,Beauty,3,32.51,97.53,Delivered,Pune
ORD000978,CUST2897,2022-01-24,Sports,3,35.14,105.42,Delivered,Jaipur
ORD000979,CUST2800,2022-01-24,Electronics,3,354.65,1063.95,Delivered,Kolkata
ORD000980,CUST4515,2022-01-24,Beauty,3,63.47,190.41,Delivered,Pune
ORD000981,CUST1390,2022-01-24,Books,3,53.91,161.73,Delivered,Delhi
ORD000982,CUST1162,2022-01-24,Electronics,1,281.69,281.69,Delivered,Mumbai
ORD000983,CUST1853,2022-01-24,Clothing,3,88.14,264.42,Delivered,Delhi
ORD000984,CUST1424,2022-01-24,Electronics,4,321.29,1285.16,Delivered,Surat
ORD000985,CUST4073,2022-01-24,Books,2,20.65,41.3,Delivered,Surat
ORD000986,CUST3370,2022-01-24,Electronics,4,392.18,1568.72,Delivered,Ahmedabad
ORD000987,CUST2194,2022-01-24,Home & Kitchen,4,109.61,438.44,Returned,Bangalore
